DIVIPOLA,DEPARTAMENTO,MUNICIPIO,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
91263,AMAZONAS,EL ENCANTO,0,0,0,0,0,0,18,,0,0,,9,0,27,15,7
91405,AMAZONAS,LA CHORRERA,0,0,0,0,0,0,0,,14,0,,8,0,11,0,3
91407,AMAZONAS,LA PEDRERA,0,0,0,0,17,0,4,,10,0,,12,0,1,0,0
91430,AMAZONAS,LA VICTORIA,0,0,0,0,0,0,0,,0,0,,0,0,2,4,0
91460,AMAZONAS,MIRITI - PARANA,0,0,0,0,0,0,19,,0,0,,0,0,6,3,1
91530,AMAZONAS,PUERTO ALEGRIA,0,0,0,0,0,0,0,,7,,,1,0,5,12,10
91536,AMAZONAS,PUERTO ARICA,0,0,0,0,0,0,0,,11,0,,4,0,0,4,5
91540,AMAZONAS,PUERTO NARIÑO,0,0,0,0,13,0,0,,0,0,,0,0,1,4,0
91669,AMAZONAS,PUERTO SANTANDER,0,0,0,0,0,3,0,,7,0,,23,0,20,21,13
91798,AMAZONAS,TARAPACA,0,0,0,0,7,0,0,,0,0,,0,0,3,4,10
94001,GUAINIA,INIRIDA,0,0,50,120,160,473,904,151,415,570,805,167,410,141,183,54
94343,GUAINIA,BARRANCO MINAS,0,0,0,0,0,101,0,,0,115,,78,1,66,29,4
94663,GUAINIA,MAPIRIPANA,0,0,0,0,0,0,0,,0,0,,10,0,12,28,3
94883,GUAINIA,SAN FELIPE,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
94884,GUAINIA,PUERTO COLOMBIA,0,0,0,0,0,0,0,,0,0,,0,0,8,4,3
94885,GUAINIA,LA GUADALUPE,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0
94886,GUAINIA,CACAHUAL,0,0,0,0,0,0,0,,0,0,,0,0,2,1,0
94887,GUAINIA,PANA PANA,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
94888,GUAINIA,MORICHAL,0,0,0,0,0,0,0,,0,0,,9,0,6,5,0
95001,GUAVIARE,SAN JOSE DEL GUAVIARE,635,0,760,805,2838,3217,2730,841,941,2687,1281,1897,934,1378,1191,383
95015,GUAVIARE,CALAMAR,0,0,0,40,0,185,11,78,87,105,32,294,56,360,238,44
95025,GUAVIARE,EL RETORNO,105,0,30,0,81,224,118,121,112,116,58,553,29,403,242,59
95200,GUAVIARE,MIRAFLORES,123,0,0,0,0,275,157,72,139,61,30,456,21,250,258,56
97001,VAUPES,MITU,0,0,0,0,26,433,581,46,168,228,32,119,69,173,124,32
97161,VAUPES,CARURU,0,0,0,0,0,157,210,,12,26,2,53,8,32,50,9
97511,VAUPES,PACOA,0,0,0,0,0,0,0,,7,0,,3,0,0,0,0
97666,VAUPES,TARAIRA,0,0,0,0,0,0,0,,6,,,0,0,1,6,0
97777,VAUPES,PAPUNAUA,0,0,0,0,0,0,0,,0,0,,16,0,6,0,0
97889,VAUPES,YAVARATE,0,0,0,0,0,13,0,,0,0,,0,0,0,0,0
99001,VICHADA,PUERTO CARREÑO,0,0,305,243,106,92,165,121,1460,288,544,58,131,48,62,24
99524,VICHADA,LA PRIMAVERA,0,0,25,1,4,5,36,50,324,70,17,57,6,59,33,4
99624,VICHADA,SANTA ROSALIA,0,0,26,0,22,0,0,13,48,15,,19,0,7,8,0
99773,VICHADA,CUMARIBO,0,0,0,121,5,762,305,86,344,106,32,909,46,453,331,50
,,,,,,,,,,,,,,,,,,
